Unnamed: 0,value,category
1783, give me the flights from phoenix to milwaukee on wednesday,travel
3080, i would like a flight from baltimore to san francisco on twa with a stop in denver,travel
446, show me all nationair flights from toronto,travel
880, what flights go from philadelphia to dallas via atlanta,travel
4439, is there ground transportation from the airport in denver to downtown,travel
781, what's the name of the denver airport,travel
1749, what's the fare for delta flight 217 from dallas to san francisco,travel
3693, newark to cleveland,travel
4899, show me airports in washington dc,travel
883, show me flights from milwaukee to orlando on thursday morning,travel
2354, show me flights from tampa to st. louis leaving before 10 am,travel
1091, is there a flight from boston to atlanta which leaves boston in the afternoon and arrives close to 5 pm,travel
2925, i am interested in booking an early flight from dallas into houston and returning in the late evening,travel
531, flights on friday from newark to tampa,travel
3990, what flights are available from boston to denver on wednesday in early morning,travel
3982, first class price san francisco pittsburgh round trip,travel
4608, what is the fare going from baltimore to atlanta one way on november seventh,travel
1727, give me all the flights from miami to chicago on american airlines,travel
610, show me all the twa flights from indianapolis to houston that arrive around 11 am,travel
570, what flights are available wednesday afternoon from denver to san francisco,travel
2648, what flights are there on continental from seattle to chicago,travel
3720, i would like to know the flights from denver to pittsburgh leaving on monday,travel
343, list all american airlines flights from phoenix to milwaukee which arrive on wednesday after 4 pm,travel
4776, list flights from philadelphia to dallas,travel
3114, i want to fly from boston to san francisco,travel
434, show all connecting flights from pittsburgh to oakland,travel
1903, show me ground transportation in washington dc,travel
4975, does continental fly from boston to san francisco with a stop in denver,travel
3094, i would like an early morning flight from chicago into seattle on continental airlines,travel
2069, flights from atlanta please,travel
1537, please show me flights from atlanta to oakland california on thursday after 1600 hours,travel
2233, flights from kansas city to cleveland on wednesday before 5 pm,travel
2835, show me all flights from san francisco to boston philadelphia or baltimore,travel
1517, what airlines service pittsburgh airport,travel
965, show me the flights from columbus to charlotte,travel
4386, show me the afternoon flights from washington to boston,travel
528, a first class flight on american to san francisco on tuesday in the next week,travel
176, i need a cheap flight from baltimore to san francisco,travel
3898, what ground transportation is available in baltimore,travel
2520, i'm looking for a flight from charlotte to las vegas that stops in st. louis hopefully a dinner flight how can i find that out,travel
4278, can i have a rental car in houston,travel
572, what's the ground transportation like at pittsburgh,travel
2536, find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm,travel
3478, show me the ground transportation schedule in philadelphia in the morning on wednesday,travel
2438, i want to travel from kansas city to st. paul and be there by dinnertime,travel
3185, show me the flights on friday from newark to tampa,travel
2559, and what are the flights from nashville to tacoma on the eighteenth again,travel
2208, show me all flights from atlanta to san francisco,travel
3007, please list the flights from phoenix to san diego,travel
2732, on monday show me flights from baltimore to dallas,travel
383, what flights are there on wednesday evening or thursday morning from denver to sfo,travel
852, i would like to find a flight from pittsburgh to boston on wednesday and i have to be in boston by one so i'd like a flight out of here no later than 11 am,travel
1880, show me flights from new york to miami,travel
370, do you have an afternoon flight leaving in the afternoon going from boston to san francisco with a stopover in dallas,travel
2357, first class fares from dallas to baltimore please,travel
4304, i want to know the time of the latest flight i can take from washington to san francisco where i can get a dinner meal,travel
1105, i need a flight from pittsburgh to new york departing after 5 pm,travel
3276, show me all round trip flights between houston and las vegas,travel
3914, please list the flights from pittsburgh to baltimore arriving may seventh,travel
1336, what flights are available monday from san francisco to pittsburgh,travel
2189, show me the flights that leave on thursday mornings from atlanta to washington and include whether meals are offered and what the prices are,travel
4574, does midwest express serve indianapolis,travel
2298, show me the flights from dulles to san francisco leaving after 6 pm,travel
2906, i need a flight from indianapolis to houston on twa,travel
4826, are there any flights next monday morning from pittsburgh to san francisco,travel
1171, show me the flights from atlanta to boston,travel
2570, find a flight from toronto to san diego with a layover in dc on delta airlines,travel
2671, show me all flights from indianapolis to montreal,travel
1422, i need a flight tonight from charlotte to las vegas with a stop in st. louis and i want dinner,travel
4936, what flights leave from phoenix,travel
2628, what flights are there from newark to seattle on saturday,travel
4408, fares between atlanta and boston,travel
1464, show me round trip fares from new york to miami,travel
874, show me all united airlines first class flights,travel
2303, i need to fly between philadelphia and atlanta,travel
4321, what is the cost of a flight from boston to denver,travel
1251, what're the lowest one way fares from denver to atlanta,travel
4697, what flights from kansas city to denver after 845 in the morning,travel
840, what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,travel
3821, what does fare code qx mean,travel
581, show me the flights from san francisco to boston,travel
204, how many flights does delta have with a class of service code f,travel
1641, flights from newark new jersey to cleveland ohio,travel
2014, i need a flight from kansas city to chicago next wednesday that reaches chicago around 7 in the evening,travel
905, us 201,travel
631, find travel arrangements for a round trip flight from boston to pittsburgh,travel
4593, show me all flights from new york to miami leaving on a tuesday and returning on sunday,travel
1974, i'm trying to find a flight from kansas city to burbank on saturday the twenty second,travel
162, show me the flights from denver to atlanta,travel
4604, flights from washington dc to denver,travel
2890, what is restriction ap 57,travel
4475, flight from denver to san francisco in the afternoon,travel
617, show me round trip fares from san jose to salt lake city,travel
4036, show me the flights from pittsburgh to dallas,travel
1431, what flights from toronto to philadelphia,travel
547, what's the smallest plane that flies from pittsburgh to baltimore on eight sixteen,travel
3307, show me flights from san francisco to pittsburgh on a sunday,travel
4526, what car rentals are available next sunday from denver airport,travel
4204, do you have a united flight from boston to washington,travel
2366, i need a flight from st. petersburg to miami for thursday,travel
2642, i would like to fly from denver to pittsburgh on the cheapest flight possible,travel
2456, show me the flights from indianapolis to montreal,travel
4157, what is the round trip fare on continental 1291 from denver to san francisco and return,travel
1861, what are the flights on january first 1992 from boston to san francisco,travel
640, could i have a list of flights in first class on monday from san francisco to pittsburgh starting at noon and afterwards,travel
3291, find travel arrangements for a one way flight from boston to pittsburgh,travel
637, show me all the flights from columbus to baltimore,travel
3621, what does it cost to fly from boston to san francisco on united airlines flight 21,travel
2962, requesting flight information for flight from boston to baltimore on tuesday,travel
2096, i need a flight from cincinnati to san jose leaving after 6 in the evening,travel
2458, display all flights from st. petersburg and charlotte flights should leave after noon arrive after 5 pm nonstop flight,travel
4857, show business class fares from san francisco to denver on united airlines,travel
4180, show me flights from atlanta to baltimore,travel
2817, show all flights from pittsburgh to san francisco on july twenty eighth 1991,travel
921, could you please give me the round trip fare from denver to atlanta,travel
546, i need a flight from pittsburgh to new york leaving at 5 pm,travel
3635, i would like to book a flight from chicago into seattle on june first on continental airlines,travel
1900, what is the latest flight from san francisco to washington,travel
2028, i'd like to find the least expensive one way fare from boston to philadelphia,travel
2301, what flights are there arriving in chicago after 9 pm on continental,travel
1885, i want to see the cheapest flight from denver to pittsburgh,travel
1642, what is the cheapest round trip flight from atlanta to pittsburgh,travel
3479, what flights depart baltimore and arrive by 8 pm friday in san francisco,travel
4787, i need to find a plane from boston to san francisco on friday,travel
2097, what's the cost of a first class fare from philadelphia to san francisco,travel
4338, flights from nashville to seattle,travel
3532, i would like to book a flight for may twenty sixth going from tampa to milwaukee a direct flight if possible,travel
4901, okay and on may four i would like to go from atlanta to denver leaving early in the morning around 8,travel
4944, could you please tell me the first flight leaving baltimore to san francisco on a 747 on august twenty seventh,travel
836, what does fare code qo mean,travel
601, all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,travel
2184, show me all flights between san francisco and philadelphia on september fifteenth with departure time after 12 pm,travel
3833, list all day time flights from pittsburgh to boston,travel
2459, what northwest flights stop in denver,travel
4288, flights between tampa and st. louis,travel
1582, what does fare code y mean,travel
4247, i'd like to buy a coach class ticket for a flight from denver to atlanta,travel
2510, show me the flights from dallas to boston,travel
2702, flights from atlanta to san francisco august second,travel
1070, what is the least expensive one way fare from boston to pittsburgh,travel
1775, please show me all round trip flights from new york to miami,travel
4786, i'd like to fly from san francisco to boston with a stopover in dallas fort worth and i want to fly on delta airlines,travel
1283, what flights from chicago to denver in the morning,travel
3026, all flights from sfo to long beach,travel
4731, can you list flights from washington to toronto with the lowest one way fares,travel
1836, please list the american airlines flights from philadelphia to dallas on tuesday october first,travel
4223, which airlines serve pittsburgh,travel
1019, what delta flights from cincinnati to new york city arrive at new york city before 6 pm on saturday,travel
3837, please list for me the flights on united airlines between boston and denver,travel
1326, show me fares leaving on tuesdays from denver to dallas,travel
475, show me the flights into love field,travel
3418, list all american airlines flight from milwaukee to phoenix on sunday,travel
1651, find a nonstop flight between denver and oakland leaving in the afternoon and arriving near 5 pm,travel
3966, i need a flight on sunday from long beach to columbus,travel
4266, what is the cost of limousine service at logan airport,travel
2587, show me the evening flights from baltimore to atlanta,travel
4661, i want to leave from philadelphia and go to atlanta baltimore and boston please list these flights,travel
3975, show all flights from pittsburgh to oakland,travel
1373, what are my choices of flights to get from charlotte to minneapolis arriving about 7 pm in minneapolis,travel
739, what are all the flights on delta in and out of fort worth,travel
4912, show me all flights from oakland to philadelphia on saturday which serve a meal and arrive in philadelphia before noon,travel
3670, please show me flights from dallas to denver,travel
867, the latest flight from baltimore to oakland please and i'd like a meal with that,travel
1140, show the flights that leave philadelphia that go to atlanta that leave early on thursday morning,travel
997, show me all flights with fares from pittsburgh to san francisco,travel
1337, flights from pittsburgh to los angeles thursday evening,travel
541, show me flights from pittsburgh to philadelphia,travel
1099, show all flights on lufthansa airlines out of boston,travel
1132, what afternoon flights are available from pittsburgh to atlanta on a weekday,travel
4032, fares and flights from baltimore to philadelphia,travel
2692, what ground transportation is available from the pittsburgh airport to downtown and how much does it cost,travel
2258, flights from ontario to orlando,travel
3955, what evening flights do you have available from baltimore to philadelphia,travel
59, what flight goes from denver to baltimore first class on united airlines arriving on may seventh,travel
2859, give me the cheapest one way flights between boston and philadelphia which arrive after noon on a tuesday,travel
1938, what type of ground transportation is available in washington,travel
3545, list all flights from denver to san francisco on wednesday afternoon,travel
4913, i would like to book a flight from chicago to seattle on june first,travel
1078, all flights from dallas to san francisco,travel
2894, the most expensive flight between boston and philadelphia,travel
3102, show me the one way flights from detroit to westchester county,travel
3437, i'd like an early flight tomorrow from columbus to nashville,travel
940, list all the landings at general mitchell international,travel
1080, show me boston to oakland flights,travel
187, shortest evening flight from tampa to cincinnati,travel
3560, show me all flights from montreal to nashville,travel
2085, chicago to san francisco on continental,travel
2249, i would like a flight from san francisco to pittsburgh on friday morning after 10 o'clock,travel
4868, show me the dinner flights from baltimore to oakland,travel
2023, please show me all one way first class flights from indianapolis to memphis,travel
2659, show me all the flights from atlanta to baltimore on any airline on thursday,travel
4016, okay what i'd like to do on this one is go from washington to atlanta i want a nonstop and i'd like to leave around 5 pm,travel
3575, what are the flights from boston to baltimore,travel
226, show me a list of flights from san francisco to boston for august thirtieth,travel
3277, what flights from pittsburgh to newark after 1020 pm,travel
1929, does continental fly from boston to san francisco,travel
4334, show me the airlines that fly from san francisco to boston,travel
4469, give me all the flights from new york to miami round trip with costs less than 466 dollars,travel
1404, i'm looking for flights from pittsburgh to philadelphia leaving before 9 am,travel
2179, please list the flights from philadelphia to toronto,travel
697, on tuesday what flights leave phoenix to st. paul minnesota and leave after noon,travel
1124, what night flight do you have from san francisco to denver on united on the evening of august twenty seventh,travel
2771, show me flights leaving from san francisco to denver on september thirtieth,travel
2895, does midwest express have any flights from montreal to detroit,travel
1778, what is the last flight from boston to atlanta,travel
2834, what airline is dl,travel
1037, does delta airlines fly from boston to washington dc,travel
4471, what flights from kansas city to chicago leave next wednesday returning the following day,travel
2256, are there any flights from chicago to minneapolis on saturday on continental,travel
313, what are the schedule of flights from boston to san francisco for august first,travel
2281, i'm looking for flights from oakland to atlanta leaving before 1045 am,travel
1416, what do you know about car rental in denver,travel
1036, what are the flights available in the morning between denver and san francisco,travel
2159, okay give me the flights that leave denver after 7 pm next monday arriving in boston,travel
4144, what is the earliest flight from memphis to las vegas,travel
1754, from san francisco to denver,travel
4577, round trip first class fares new york to miami,travel
2789, what are the flights between pittsburgh and baltimore on august tenth,travel
4837, show me all flights from denver to pittsburgh which serve dinner,travel
3182, listing of all first class flights from washington to san francisco,travel
3318, show me the fares for a first class ticket from baltimore to dallas,travel
3552, show me all the flights from boston to denver that serve lunch,travel
1506, show me all flight from san francisco to oakland,travel
1923, show me flights first class from san francisco to pittsburgh leaving on tuesday after 8 o'clock in the morning and before 12 noon,travel
448, show me flights from denver to atlanta on june sixteenth,travel
2422, how much does it cost to fly on delta from dallas to baltimore,travel
2505, are there any flights from denver to atlanta to pittsburgh,travel
4946, show all flights leaving monday morning from boston to pittsburgh,travel
2876, are there delta flights leaving denver,travel
361, show me all flights from pittsburgh to atlanta,travel
2183, show me flights from baltimore to philadelphia,travel
1134, i'd like a flight on united airlines from dallas to san francisco that leaves after 815 am,travel
3848, show me flights from baltimore to boston,travel
2155, american flights from san francisco please,travel
1830, give me the least expensive first class round trip ticket on us air from cleveland to miami,travel
1053, show me all flights from san francisco to boston philadelphia or baltimore,travel
22, what kinds of planes are used by american airlines,travel
2066, all right what us air flights leave from indianapolis to san diego after 130 in the afternoon,travel
1653, list the flights arriving in boston from atlanta on august fifth,travel
2765, list all flights on united from san francisco to boston,travel
3184, i'd like to book a flight from denver to pittsburgh and i'd like to go on eastern airlines,travel
2841, i need a list of late afternoon flights from st. louis to chicago,travel
4004, tell me about flights on american airlines from dallas to san francisco on june twenty ninth,travel
2325, i need to make reservations from denver to boston,travel
460, flight leaving from oakland to salt lake city,travel
1067, show me the one way flights from atlanta to pittsburgh,travel
87, what are the flights available after 6 pm between san francisco and boston,travel
4082, does midwest express serve nashville,travel
3662, what cities are served by canadian airlines international,travel
282, flights from boston to pittsburgh,travel
462, list all flights from boston to san francisco with the maximum number of stops,travel
212, i need the earliest flight from denver to boston that serves dinner,travel
3308, what flights are provided by delta airlines,travel
1368, show me all flights from boston to denver which arrive in denver wednesday before noon,travel
234, give me flights from denver to baltimore,travel
3894, show me all the flights on delta airlines and twa that go to atlanta in the morning,travel
597, what airlines fly from boston to pittsburgh,travel
4400, show me the flights from denver that go to pittsburgh and then atlanta,travel
2250, i would like to book a flight from denver to pittsburgh on july fifteenth i'd like it to be the cheapest flight,travel
3999, list all flights from seattle on continental which depart after 430 pm,travel
2283, flights from denver to pittsburgh on thursday,travel
662, show me the flights from love field to other airports,travel
4940, which airlines fly from boston to washington dc,travel
2285, show me the flights from baltimore to oakland please,travel
4695, i want a return flight from washington to dallas on american airlines,travel
3168, what flights are there from memphis to las vegas,travel
2481, show me the flights from san francisco to boston,travel
3402, i need to go from boston to atlanta in the same day find me the earliest flight from boston,travel
779, show me flights between milwaukee and phoenix on saturday or sunday american airlines,travel
4537, what flights are available from boston to washington dc late the twenty fifth or early the twenty sixth,travel
3396, what flights are there from minneapolis to newark on continental,travel
3260, how can i get from indianapolis to montreal in the evening,travel
4970, please list all flights from san francisco to pittsburgh on sunday,travel
4813, please give me a list of all the flights between dallas and baltimore and their cost,travel
685, give me a list of all the flights from baltimore to philadelphia or denver to philadelphia or pittsburgh to philadelphia,travel
4114, find me the earliest flight from boston to denver that serves breakfast,travel
4376, list all the flights from atlanta to charlotte north carolina that leave next monday,travel
2171, what is the earliest flight that goes from atlanta to washington on thursday,travel
2644, list all flights going from boston to atlanta after 6 o'clock pm on wednesday,travel
1850, list all the flights that takeoff from general mitchell international,travel
487, show me flights from all airports to love field,travel
1688, show me the flights on delta to atlanta in the morning,travel
2230, latest flight from houston to san jose,travel
3237, show me all flights from pittsburgh to baltimore on thursday,travel
2320, i'd like to fly from tampa to montreal,travel
782, list all the takeoffs and landings at general mitchell airport,travel
521, show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm,travel
522, give me flights from chicago to seattle on saturday morning,travel
2813, i would like to see the flights from denver to philadelphia,travel
3920, what airlines fly from dallas to baltimore,travel
2398, what is the fare going from baltimore to boston one way on november seventh,travel
2207, what time does the tuesday morning 755 flight leaving washington arrive in san francisco,travel
3447, show me all the flights from philadelphia to san francisco,travel
4458, show me the flights from baltimore to oakland,travel
3705, i would like to arrange a flight from denver to pittsburgh,travel
2874, what type of aircraft leaving philadelphia to dallas,travel
1511, i would like a flight on continental airlines leaving from boston making a stop in denver and arriving in san francisco,travel
1882, list all round trip flights from indianapolis to orlando departing either on december twenty seventh or on december twenty eighth,travel
651, please give me round trip fares from pittsburgh to philadelphia,travel
4224, is there transportation from the atlanta airport to downtown atlanta,travel
3065, i want a flight on continental from boston to san francisco,travel
369, what flights are available from san francisco to pittsburgh on thursday evening,travel
4498, ground transportation atlanta,travel
118, please list available flights for next saturday from philadelphia to dallas,travel
4557, i'd like the cheapest cost fare to fort worth from boston,travel
3010, i need fare information from denver to pittsburgh,travel
2216, show me the cheapest flights round trip from new york to san jose arriving in san jose before 7 pm,travel
4430, may i see all the flights from cleveland to dallas,travel
1613, i'd like to make a round trip from la to newark by way of charlotte,travel
2924, phoenix to denver,travel
962, show me first class airlines from san francisco to pittsburgh on next tuesday first class only,travel
4243, i would like to book a flight on june first from los angeles to pittsburgh in the late afternoon,travel
3106, show me flights from anywhere to philadelphia arriving after 2100,travel
3566, please list all delta flights from kansas city to salt lake city,travel
3008, what flights leave la guardia for san jose and arrive 10 pm,travel
2415, please list the flights from baltimore to san francisco on fridays,travel
4633, cheapest fare from nashville to seattle,travel
4217, please tell me the flights between boston and philadelphia next thursday,travel
2185, from pittsburgh to baltimore,travel
4283, what is the earliest flight from tampa to milwaukee tomorrow,travel
2037, could you tell me if there is ground transportation between the boston airport and boston downtown,travel
4242, i need a flight from new york city to montreal thursday may six,travel
772, show me fares from philadelphia to san francisco on thursday morning,travel
1284, what are the flights from washington dc to denver,travel
4582, please show me all fares for flights from denver to oakland,travel
4715, list the flights arriving in baltimore from pittsburgh on august third,travel
1414, i want to go from boston to washington on monday morning,travel
1234, give me the continental flights from chicago to seattle on saturday morning,travel
2915, is there an airport limousine at the atlanta airport,travel
435, list daily flights from boston to oakland using twa,travel
1674, what is the first flight from boston to atlanta and what is the last flight from atlanta to boston,travel
365, all flights phoenix to sfo,travel
3931, show me the monday flights from san francisco to pittsburgh,travel
231, show flights from denver to oakland arriving between 12 and 1 o'clock,travel
4248, i would like a flight from philadelphia to san francisco,travel
4009, what airlines fly between boston and atlanta,travel
4379, i want a flight from los angeles to pittsburgh that arrives before 3 pm on tuesday,travel
407, please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast,travel
2090, where is lester pearson airport,travel
86, i now need a flight from san jose to houston leaving on sunday the fourth,travel
844, what would be cost of a round trip from pittsburgh to san francisco,travel
1031, show me the earliest flight on wednesday from baltimore to newark,travel
2767, show me flights from baltimore to philadelphia,travel
3176, i want to go from san francisco to denver,travel
4653, names of airports,travel
3203, what are the flights available in the morning between boston and denver,travel
3247, show me all flights from san francisco to boston philadelphia or baltimore,travel
855, what are the ground transportation services in philadelphia,travel
78, what flights fly from denver to san francisco on monday tuesday wednesday thursday and friday,travel
2247, and how can i get to the boston airport from downtown boston,travel
4550, what is the cost of a first class ticket from dallas fort worth to san francisco,travel
3625, list all flights going from boston to atlanta before 5 o'clock am on thursday,travel
4939, show me ground transportation in denver,travel
3832, show me all prices of first class from baltimore to dallas,travel
2279, i want to fly from boston to san francisco via dallas fort worth on american airlines,travel
2575, list daily flights from oakland to boston using united airlines,travel
4140, give me the flights from miami to new york using tower air,travel
3838, what are the flights from milwaukee to orlando on wednesday night,travel
3398, is there a flight leaving at 1505 from pittsburgh to baltimore on july twenty fifth 1991,travel
2176, flights from cincinnati to los angeles departing after 718 am,travel
424, show me all round trips from new york to miami leaving on tuesday,travel
392, what is the cheapest flight from boston to atlanta,travel
4705, i want a flight between oakland and boston that arrives before 5 pm,travel
3386, shortest flight from boston to philadelphia,travel
104, how much does it cost to rent a car in tacoma,travel
2948, what about the flights from boston to la,travel
3467, does american airlines flight from long beach to st. louis stopping in dallas serve lunch,travel
1948, i want to fly from boston to san francisco,travel
1459, i would like to book a flight for august twenty seventh from baltimore to san francisco on us air,travel
3230, what're the cheapest nonstop flights from new york to miami one way,travel
4392, san francisco to pittsburgh friday,travel
2683, do you have any direct flights from pittsburgh to atlanta,travel
4767, show me all flights from atlanta to san francisco which leave the day after tomorrow after 5 o'clock pm,travel
1587, now show me flights from pittsburgh to philadelphia,travel
3628, what about flights from boston to san diego,travel
1731, i want to fly from atlanta to philadelphia,travel
4742, i'd like a nonstop flight from atlanta to baltimore that gets in around 7 pm,travel
3682, flight information on january twenty third 1992 from denver to san francisco,travel
3650, what airline is dl 98,travel
1791, what ground transportation is available in denver,travel
2355, i'd like to know the price of first class seats from atlanta to san francisco,travel
1940, please show me early morning flights from atlanta to philadelphia on wednesday,travel
702, show flights from denver to oakland that arrive after 12 o'clock,travel
2442, please list nonstop twa flights from las vegas to new york,travel
4863, show me the flights from montreal to chicago,travel
496, what's the last flight from houston to dallas,travel
464, what are the flights dallas to boston on monday morning,travel
2664, what airlines fly from boston to washington,travel
4314, what ground transportation is available from the pittsburgh airport to the town,travel
172, what is the earliest flight going from san francisco to dallas on monday august nineteenth,travel
3049, show me the last flight from denver to boston,travel
4774, find the flights leaving dallas and going to san francisco that leave after 5 pm,travel
2540, please show me airlines with flights from denver to boston with a stopover in philadelphia,travel
3235, show me the flights from san francisco to boston,travel
3360, please show me the philadelphia to denver saturday flights again,travel
2260, show me a list of ground transportation at boston airport,travel
2112, cheapest fare from memphis to seattle,travel
900, what's the cheapest way to fly between atlanta and denver,travel
1446, what are the dinner flights from indianapolis to san diego on wednesday may twelfth,travel
3543, round trip fare from baltimore to philadelphia less than 1000 dollars,travel
741, i want to fly from boston to atlanta i would like the cheapest fare please,travel
2293, i need to get downtown from the denver airport,travel
2452, show me the flights from san francisco to newark that leave after 11 pm,travel
4179, what does restriction ap 57 mean,travel
4046, what flights from memphis to miami on wednesday,travel
1206, list all flights on continental departing on monday before noon from denver to chicago,travel
509, i would like a flight from philadelphia to dallas arrive dallas about 12 noon,travel
4657, show me all nationair flights from toronto,travel
2778, list the morning flights between atlanta and dallas,travel
3286, show me flights going from boston to denver arriving on wednesday morning,travel
1549, what nonstop flights are available from oakland to pittsburgh,travel
3240, show me the flights from baltimore to boston,travel
2202, lowest fare from san francisco to san diego,travel
2566, information on round trip flights from pittsburgh to san francisco first class,travel
2656, what's the earliest flight i can get between boston and dallas,travel
2044, i'd like also to book a one way flight from pittsburgh to atlanta the cheapest one on july twentieth,travel
767, is there ground transportation from the milwaukee airport to the downtown area,travel
4850, what are the flights from boston to san francisco,travel
3706, what airlines fly from st. petersburg to milwaukee and from milwaukee to tacoma,travel
421, how many seats in a 100,travel
123, what are the classes of service for american airlines,travel
4738, what is the earliest flight from boston to philadelphia,travel
2605, could you tell me the flights leaving pittsburgh around midnight for oakland,travel
819, what are the lowest one way fares from atlanta to pittsburgh,travel
1403, give me a flight from charlotte to baltimore on tuesday morning,travel
1382, find me flights that are nonstop between boston and dallas,travel
2148, could you show me all flights from montreal to charlotte,travel
1575, show me the flights to and from love field,travel
1638, can you list flights departing from las vegas and arriving in san diego,travel
1795, show me about the ground transportation in boston,travel
4793, find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm,travel
399, what is the latest us air flight leaving philadelphia and returning to boston,travel
2310, i would like information on flights from pittsburgh to baltimore arriving in baltimore before 10 am on thursday,travel
882, what are the flights between dallas and pittsburgh on july eight,travel
4950, very well i'm working on scenario three i'm interested in a flight on a 727 from washington dc to atlanta georgia,travel
2873, all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,travel
1352, could i have a listing of flights leaving boston going to baltimore leaving wednesday after 2100,travel
3433, show me the flights,travel
4530, what classes of service does twa provide,travel
2130, show last flight from philadelphia to boston,travel
982, what is the earliest flight from boston to san francisco on november seventh,travel
456, philadelphia to dallas arriving before 1 in the afternoon,travel
3501, show me all nonstop flights from salt lake city to cincinnati,travel
1079, what's the cheapest fare from san francisco to baltimore,travel
1950, list all the flights that arrive at general mitchell international airport,travel
4295, what are the fares for flights between atlanta and dfw,travel
689, show me all the flights from philadelphia to newark,travel
2429, show me flights from pittsburgh to san francisco on monday,travel
641, i would like to fly from atlanta to philadelphia,travel
2392, what is ewr,travel
1953, list least expensive flight from dallas to baltimore,travel
2725, show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way,travel
2743, what airlines have flights from boston to philadelphia that leave before 630 am,travel
3405, i am also interested in a flight that runs from st. louis to las vegas,travel
3309, what flights leave from nashville to milwaukee,travel
4834, what is the cheapest flight from denver to oakland,travel
2907, flights from ontario to florida,travel
1884, hi could i get a one way ticket from milwaukee to orlando,travel
389, what flights do you have between pittsburgh and atlanta,travel
2494, show me a list of flights from pittsburgh to baltimore on august third,travel
4974, which airlines fly into and out of denver,travel
2867, find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day,travel
845, show me the flights from dallas to baltimore,travel
542, show me the shortest flight from boston to denver which arrives in denver wednesday before noon,travel
91, show me the fares from dallas to san francisco,travel
3857, give me all flights from new york city to las vegas that arrive on a sunday,travel
1979, is there a twa flight from las vegas to new york,travel
2788, display all flights from pittsburgh to san francisco on august second,travel
4050, does any airline have an early afternoon flight from boston to denver,travel
4299, i want to fly from dallas fort worth to philadelphia,travel
2529, what flights are there between washington dc and san francisco leaving washington after 6 pm on wednesday,travel
1676, please list all flights tuesday dallas atlanta,travel
1048, round trip fares from baltimore to philadelphia under 1000 dollars,travel
1960, would you be able to put me on a flight with delta leaving the morning of august twenty seventh from baltimore to san francisco,travel
2530, what flights go from denver to atlanta,travel
2758, i need information for flights leaving san francisco on thursday evening and returning to boston,travel
237, please list the thursday morning flights from st. louis to st. paul,travel
2942, how many cities are served by american airline with first class flights,travel
3458, what is the earliest flight leaving boston and arriving in atlanta on november seventh,travel
1133, what does the abbreviation ua mean,travel
1805, what flights from dallas to houston on sunday,travel
4124, show me all the available flights from baltimore to dallas with economy fares,travel
163, what flights are there on delta from boston to dallas,travel
3947, i'd like to get a flight from washington to oakland with a stopover in dallas fort worth for september fifteenth,travel
4688, show me the first flight that arrives in toronto from cincinnati,travel
3316, i need a flight from pittsburgh to boston on wednesday the fourteenth,travel
3423, list all flights from denver to philadelphia,travel
3225, show me the round trip tickets from baltimore to atlanta,travel
3603, what is ewr,travel
3907, how do you get from the airport to downtown dallas please,travel
1811, what flights arrive in chicago on sunday on continental,travel
3085, how much does flight ua 281 from boston to denver cost,travel
4637, list the nonstop flights from denver to washington dc,travel
1428, what continental flights go from chicago to seattle before 10 am in the morning that have a meal,travel
4794, show me round trip flights from denver to baltimore that offer first class service on united,travel
2775, what is the first flight from boston to stapleton airport for tomorrow,travel
4086, i want information on flights from atlanta to washington dc i want to leave wednesday after 4 pm or thursday before 9 am,travel
4440, what time is the last flight from washington to san francisco,travel
4628, i need a thursday flight from pittsburgh to baltimore arriving in baltimore before 9 o'clock,travel
2796, show me a list of the flights from san francisco to boston,travel
1452, us 3724 baltimore to philadelphia what is the fare,travel
593, what are the flights from atlanta to dallas,travel
41, which airline has the most arrivals in atlanta,travel
560, philadelphia to san francisco with one stop in dallas please,travel
4525, show me the cheapest round trips from dallas to baltimore,travel
3017, list all flights on continental from denver to chicago which depart after 934 pm,travel
243, ground transportation in westchester county,travel
1339, what's the cheapest round trip fare between dallas and baltimore,travel
3889, what cities does continental service,travel
2937, i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm,travel
3767, what is the first flight from boston to dallas,travel
1442, can you show me flights from baltimore to dallas,travel
261, what flights from salt lake city to new york city arrive next saturday before 6 pm,travel
2741, i want to fly from philadelphia to dallas with a stop in atlanta on a breakfast flight,travel
1689, what's the earliest flight from phoenix to salt lake city,travel
1725, list nonstop flights from san francisco to oakland that depart in the afternoon,travel
4838, list the shortest flight from san jose to houston,travel
834, show me all the flights to baltimore after 6 o'clock pm,travel
1866, what flights are there from denver to atlanta,travel
2496, i'd like to see the flights from baltimore to philadelphia,travel
2010, show me the flights on delta or twa which go through atlanta,travel
340, show me all flights from atlanta to washington with prices,travel
2964, what flights from washington dc to toronto,travel
